時間,美金(USD),港幣(HKD),英鎊(GBP),澳幣(AUD),加拿大幣(CAD),新加坡幣(SGD),瑞士法郎(CHF),日圓(JPY),南非幣(ZAR),瑞典幣(SEK),紐元(NZD),泰幣(THB),菲國比索(PHP),印尼幣(IDR),歐元(EUR),韓元(KRW),越南盾(VND),馬來幣(MYR),人民幣(CNY)
2022-01-09 17:08:04,27.96,3.599,38.56,20.27,22.32,20.76,30.53,0.2433,-,3.19,19.15,0.886,0.599,0.00228,31.99,0.02528,0.00139,7.047,4.406
