時間,美金(USD),港幣(HKD),英鎊(GBP),澳幣(AUD),加拿大幣(CAD),新加坡幣(SGD),瑞士法郎(CHF),日圓(JPY),南非幣(ZAR),瑞典幣(SEK),紐元(NZD),泰幣(THB),菲國比索(PHP),印尼幣(IDR),歐元(EUR),韓元(KRW),越南盾(VND),馬來幣(MYR),人民幣(CNY)
2022-01-10 14:49:24,27.94,3.596,38.5,20.28,22.28,20.75,30.43,0.2425,-,3.18,19.1,0.883,0.5981,0.00228,31.87,0.02527,0.00141,7.051,4.402
